id,message,translated_message,compound_score,sentiment_label,cleaned_text
797,Bayar sana bayar sini Gerenti tak bersalah punya.lepas dan bebas...,Paying that money here is not a crime. It's free and free...,0.8573,Positive,paying money crime free free
798,Muka buat mcm tk bersalah ....mungkin dia rasa dia selamat kot .....duit segala2 nya,You make mcm not guilty... maybe he thinks he saved the box... and he's paid all of his money.,0.6288,Positive,make mcm guilty maybe think saved box he paid money
799,Ya aku setuju sangat sangat,"Yes, I agree very much.",0.6369,Positive,yes agree much
800,Yg aku pelik....cikgu terlanggar anak murid kena penjara 10 tahun...tp pembunuh 4orh x kn hanya maksimum 5 tahun...denda rm5000....adakah berbaloi dengan cara undang2 NE...lg2 anak taukeh judi ..kompom hanya 6bulan AJA masuk penjara...n rm500 denda...itu semua x mustahil...tangan ghaib yg buat kerja...riban2 masuk kocek...,I'm a thief. I'm a kid who was beaten by a student in 10 years' prison......and four hours' time's murder...and no more than five years' time... ... ...and rm500.. ...are it worth the law of the NE... lg2...and six months' time... ...and the rm500...and all of it is possible...and the strange hand that works... and the other two...,-0.6249,Negative,im thief im kid beaten student year prisonand four hour time murderand five year time rm worth law ne lgand six month time rmand possibleand strange hand work two
801,Ni bgi wang kopi dh slmt. Itu pasti,No copy available. Please try again later.,0.0258,Neutral,copy available please try later
802,Muka macam ada kad oku ni,You're gonna die when you're dead.,-0.8481,Negative,youre gon na die youre dead
803,Rakyat memerhati.....,The Rakyats are dying....,0.0,Neutral,rakyats dying
804,Confirm lepas,Confirm Feed,0.0,Neutral,confirm feed
805,Kalau polis tak buat apa-apa tindakan. Sila2 buat cara senyap dh ada gambar ni.,"If the police don't do anything, they'll do it in a way that's kind of like that.",0.2975,Positive,police dont anything theyll way thats kind like
806,Elok plak die x cedera ye,Place your wager is the xmost slot,0.0,Neutral,place wager xmost slot
807,Truz gantung lhhh,Trust me lhhhhh,0.5106,Positive,trust lhhhhh
808,Percaya la lepas nanti tu,Watch your back cover,0.0,Neutral,watch back cover
809,Mana mungkin disabitkan,Where might it be mentioned?,0.0,Neutral,might mentioned
810,Tunggu PDRM nk wt ape!,Wait for PDRM like wt!,0.4199,Positive,wait pdrm like wt
811,kompom ada kad oku ni.. mslah selesai..,Compositing is disabled.,0.0,Neutral,compositing disabled
812,Tunggu dah lihat je la.....statement kad oku confirm ada nanti,Please wait while I'm on the computer...,0.3182,Positive,please wait im computer
813,"Tak tahu laa nak cakap apa , undang2 Malaysia ni macam tak ada function , banyak dah kes2 macam ni , tak kira laa siapa yang bawa kereta tu , habis kuat bayar denda @ penjara , nyawa orang hilang , orang yang langgar ??haihhh","I didn't know what to say, law2 Malaysia what kind of function there was, many cases of what kind, no matter who took this car, no hard pay. @ prison, lost lives, weak people???",-0.6276,Negative,didnt know say law malaysia kind function many case kind matter took car hard pay prison lost life weak people
814,Harap sultan @ agong campur tangan biaq takda yang boleh backup puak hanat ni,I hope you're not too busy.,0.4404,Positive,hope youre busy
815,"Ustazah tu kene dakwa Dan bersalah..kes secepat air turun dr gunung.... Yg ni kita tgk je lah nanti..... Hmmm... Berpusing pusing macam gasing dah....
... Ada bukti ke.. dashcam ke .. sama je .. tak kemana ..",The situation is so bad that it's a little too bad that we're gonna get a little bit of water down the mountain.,-0.8277,Negative,situation bad little bad gon na get little bit water mountain
816,"Yang ada bukti kukuh pun boleh terlepas, apetah lagi yang takde rakaman kejadian. C.R.E.A.M - Cash rule everything around me.","The evidence is also powerful, yet it is still a record record.",0.4215,Positive,evidence also powerful yet still record record
817,Klu polis betul2 jujur amanah dalam bertugas.inshaaAllah lengchai ni merasa duk gerigi besi,The police are honest in their duties.,0.5106,Positive,police honest duty
818,"Kaya saje tak cukup, asah skill dulu. Tengok muka pon dh tau","It's not enough, just keep your head on.",0.0,Neutral,enough keep head
819,"Kak.. ni type c kak, dia kalis segalanya.. percaya la.. baju oren pun tak kan pakai rasanya... Semua boleh beli ma.....","I mean, he's kind of like a cat, he's writing everything. I mean, he's not wearing any oranges but he's wearing his feelings.",0.154,Positive,mean he kind like cat he writing everything mean he wearing orange he wearing feeling
820,Muka relax ja tak dak rasa bersalah…,Relax and don't feel guilty...,0.6407,Positive,relax dont feel guilty
821,Kau tggu di akhirat kelak,You're in the future.,0.0,Neutral,youre future
822,Kita tgok cerita apa dia pusing dlm mahkamah nanti.. terus terang aku cakap kalau bangsat ni terlepas dari undang-undang.. aku dah tak percaya institusi mahkamah Malaysia lg.. mahkamah dikuasai oleh orng berduit dan kenamaan.,We're gonna tell you if he's gonna push the court and then let me know if the nation is free of the laws I don't believe in the Malaysian court institutions.,0.5106,Positive,gon na tell he gon na push court let know nation free law dont believe malaysian court institution
823,Naya keluarga mangsa korban,How the family was affected by the sacrifices,-0.1531,Negative,family affected sacrifice
824,Jgn smpi lepas landas,Jgn smiggles leaves,0.0,Neutral,jgn smiggles leaf
825,Type c maa....,Type c ma...,0.0,Neutral,type c
826,OKU ke budak ni...,YOU are young...,0.0,Neutral,young
827,"ni klu x pemegang kad oku, mesti masalah mental","which is the x-axis of the board, must be a mental problem",-0.4019,Negative,xaxis board must mental problem
828,Perlu disabitkan kes bunuh kerana dia penjenayah jalan raya,The case must be filed because he is a criminal on the street,-0.5267,Negative,case must filed criminal street
829,"Jgn pndai2 nk buang daerah pulak nanti,semua tmpat mna nk trima si celaka mcm ini",Jgn pdai2 k k k k k k k k k k ktts k ktts k kttm k ktts ktts ktts ktts ktts ktts ktts ktts kts kts ktts ktts kts kts kts kts kts kts kts kts kts kts kts kts kts kts kds kds kds,0.0,Neutral,jgn pdai k k k k k k k k k k ktts k ktts k kttm k ktts ktts ktts ktts ktts ktts ktts ktts kt kt ktts ktts kt kt kt kt kt kt kt kt kt kt kt kt kt kt kds kds kds
830,Ustazah yg tak sengaja yg kita tahu memang sah tidak disengajakan melanggar bdk sklh memang pasti tdk disengajakan dan sudah berumur dan berjasa mengajar pelajar sklh tanpa belas kasihan dipenjarakan,The unconscientious statement we know is that it is not supposed to violate the sklh bdk. It's certainly not authorized and it's age and it's a duty to teach the slh students without mercy in prison,0.6828,Positive,unconscientious statement know supposed violate sklh bdk certainly authorized age duty teach slh student without mercy prison
831,Mesti akan ada jes pemandu masuk atau oku,There must be a yes of the driver or me,0.4019,Positive,must yes driver
832,Cnfrm lepas,Cnfrm tape,0.0,Neutral,cnfrm tape
833,sblm ni type c yg biasa² takde cable pun blh lepas inikan pulak anak tauke judi ! Di ulang .. anak tauke judi !!!!!,Sblm n type c usually 2 table pun blh pu nil dul pu n o pu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu juki judi!!!,-0.7332,Negative,sblm n type c usually table pun blh pu nil dul pu n pu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu juki judi
834,Sama sama kita tonton filem antara 2 darjat..,We're the same thing to film between two degrees.,0.0,Neutral,thing film two degree
835,Bkt aman tlg check btul2 aktiviti ketua balai spg rggm lps ni..,Bkt will have tlg check btul2 activities in the field of plg rggm lps n...,0.0,Neutral,bkt tlg check btul activity field plg rggm lp n
836,Taukeh judi...emmm...mestilah peguam tersohor yg mewakili anak dia. PDRM boleh buat ape selain buat laporan dan hantar kpd AG. Selainnya adalah kes makhamah,The judi...emmm... must be a famous poet representing his son. PDRM can do nothing but report and learn kpd AG. It is also a business case.,0.0,Neutral,judiemmm must famous poet representing son pdrm nothing report learn kpd ag also business case
837,lawyer komunis otw,Common law of,0.0,Neutral,common law
838,Klu makbapanya beri suapan pd PDRM bererti duit sya juga tu.....sbab sya suda main lottery sejak sya mulai kerja.,"The club's probably giving PDRM a response to the new money, too... because the new lottery has been playing since the start of work.",0.4939,Positive,club probably giving pdrm response new money new lottery playing since start work
839,kompom kene punya. zaman skrg mana ade rasuah dah,That comcompo has. Scratch time where there's a bug.,0.0,Neutral,comcompo scratch time there bug
840,"Mintak tolong sprm, percaya lah cakap aku. Dekat simpang semua penduduk tahu malas nak cakap,, dah kenyang sangat diorang,,,","Please, sprm, believe me.",0.3182,Positive,please sprm believe
841,Xde rasa bersalah...,Xde feels guilty...,-0.4215,Negative,xde feel guilty
842,Semoga dihukum penjara,May the Prisoner Be Persecuted,-0.7003,Negative,may prisoner persecuted
843,Belum anak tauke judi tu langgar org,I haven't had any kids yet.,0.0,Neutral,havent kid yet
844,Bapak dia dah bertahun tahun tanggung blnje pihak tersebut..,His father had been responsible for the party's bluff for years.,0.3182,Positive,father responsible party bluff year
845,So bila dah jd mcm ni..,They were hags and mcms.,0.0,Neutral,hag mcms
846,1 call je dah selesai nnti..,One call is over.,0.0,Neutral,one call
847,Soal alasan mudah pd mrk,About simple reason pd mark,0.0,Neutral,simple reason pd mark
848,"Kerna apa pun yg di ckpkan alasan nya,","Because whatever the reason for it,",0.0,Neutral,whatever reason
849,Org akan bising kejap je dan akhir nnti akan kita ckp dah sampai ajal akan tetap berlaku..,Org will be very tough and we'll finally be down until the weather is over.,-0.2006,Negative,org tough well finally weather
850,Maka di sni lah mrk akan bebas buat apa dan pihak yg uruskan dia bebas tu kencang buncit mkn hasil nya,So here's the mark that's gonna free for what and the side that he's supposed to be free is this little mkn's gonna get it.,0.765,Positive,here mark thats gon na free side he supposed free little mkns gon na get
851,cg yg dop sngaje langgar murid smpai mati siap kne gari woiii..yg ni ade dop pic kne gari..tlg share..rse nk gak tgok,The long time you spend with your disciples is like a long time in the world.,0.3612,Positive,long time spend disciple like long time world
852,Tiada lagi maaf ...dah berapa org kita meninggal dek kecuaian org2 saperti mereka2 nih!!!,No more sorry... how many organs we die of cancer like them!!!,-0.8541,Negative,sorry many organ die cancer like
853,Muka mcm x rasa bersalah tu…,Mummy mcm x feels guilty...,-0.4215,Negative,mummy mcm x feel guilty
854,Ni jenis anak emas negara. Takut² tiba² senyap je kes ni.,"We're not a kind of black kid, but we're afraid of being a fool.",-0.5927,Negative,kind black kid afraid fool
855,Dia patut dijatuhkan hukuman penjara seumur hidup.,He had to be put in prison for the rest of his life.,-0.5106,Negative,put prison rest life
856,Nama pn anak taukeh judi.. cnfrm lepas.. ytjt,Name of the child of the expert judi. cnfrm missing. ytjt,-0.296,Negative,name child expert judi cnfrm missing ytjt
857,Kurang2 304,"Less than 2,304",0.0,Neutral,less
858,Ada video viralkan bagi netizen tengok.. Kita pun nk lihat jg mcm na hakim jatuhkan hukuman nya..,There's a video official for the clean-up. We'll see if we can see the judge drop his sentence.,-0.2023,Negative,there video official cleanup well see see judge drop sentence
859,yang askar minum langgar orang mati tu sabit membunuh x?,The soldiers who drank the dead's throats were almost killing x?,-0.6258,Negative,soldier drank dead throat almost killing x
860,Hukuman setimpal...,The judge just...,0.0,Neutral,judge
861,Aiiyaaaa....jgn takap itu olang laa...itu budak harapan belia loooo....sudah busat boleh tolon negara maaa...kasi maju,Aijaaaaaaaaaa... that's the boy who was hoping to be looo after the bus can take the country...,0.4215,Positive,aijaaaaaaaaaa thats boy hoping looo bus take country
862,Kes masuk tong,No entry,-0.296,Negative,entry
863,pemegang kad oku plot twist selamatkan,rescue of ku plot,0.5106,Positive,rescue ku plot
864,"Semoga semua rakyat malaysia xberdiam diri,, dgn c celake ini","Let's all the Malaysians have their own xberdiam, dgn c chelake.",0.0,Neutral,let malaysian xberdiam dgn c chelake
865,Muka nampak mcm tak rasa bersalah langsung lepas sebabkan kematian satu keluarga. So heartless,You see that mcm doesn't feel guilty immediately because of the death of one family.,-0.3753,Negative,see mcm doesnt feel guilty immediately death one family
866,PKM bagi dia seumur dalam penjara,PKM for him in jail all over again,0.0,Neutral,pkm jail
867,Ank tokeh.....senyap la kes ni,And then... ..toke our case.,0.0,Neutral,toke case
868,Klu judi ble lepas apa lagi ini.,The judi blo's missing again.,-0.296,Negative,judi blos missing
869,Silap haribulan di cas mentel pula.,The dark sounds of the mental - health situation are different.,0.0,Neutral,dark sound mental health situation different
870,Terjadi nyer 1 hb 6....hari jadi sultan Johor agong kita skrg....minta tlng dekat agong kita yg berjiwa rakyat tuu atau anakda nyerr TMJ mana tahu beliau boleh selesaikan sbb nyer polis n undang² Malaysia nie mcm berat sebelah tgk lerr kes pemandu mabuk semua lepas yg mati bnyk nyer org melayu kita,The day is the day of the day when the Lord will give us a sb of the Lord's Prayer... ..to ask that we be near the Lord who will lead the people of the world or the children of the TMJ to whom we know to be able to complete the sbb of the NYP N law2 Malaysia no mcm is to be weighed before the hour of the Lord's time to drink all the leaves that die the nyer's book will be ours.,-0.7269,Negative,day day day lord give u sb lord prayer ask near lord lead people world child tmj know able complete sbb nyp n law malaysia mcm weighed hour lord time drink leaf die nyers book
